                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.52299,                0.36535,                0.85636,                0.90672,                0.88551,                0.93983,                0.70015,                 0.5259,                0.33887,                0.84133,             0.00055427,             0.00055427,             0.00055427
                      2,                0.55227,                0.38515,                0.86808,                0.90831,                0.84613,                0.91618,                0.66709,                0.56867,                 0.3693,                 0.8497,               0.001088,               0.001088,               0.001088
                      3,                0.57349,                0.40681,                0.87565,                0.85051,                0.77117,                0.84321,                 0.5773,                0.70486,                0.45603,                0.91343,              0.0015996,              0.0015996,              0.0015996
                      4,                0.58267,                0.42646,                0.88032,                0.90414,                0.84529,                0.91107,                0.65829,                0.57342,                0.39064,                0.85475,               0.001568,               0.001568,               0.001568
                      5,                0.58616,                0.42337,                0.88164,                0.90596,                0.83112,                0.91383,                0.64732,                0.57892,                0.39756,                0.85827,               0.001568,               0.001568,               0.001568
                      6,                0.57882,                0.42417,                0.87445,                0.81722,                0.63546,                0.73298,                0.47072,                  0.858,                0.66478,                0.95213,               0.001535,               0.001535,               0.001535
                      7,                 0.5835,                0.42274,                0.87338,                0.90093,                0.82202,                0.90942,                0.64507,                0.55767,                0.37821,                0.85109,               0.001502,               0.001502,               0.001502
                      8,                0.58362,                 0.4166,                0.87781,                0.79571,                0.62819,                 0.6959,                0.42824,                 1.0286,                0.72066,                 1.0404,               0.001469,               0.001469,               0.001469
                      9,                0.57824,                0.40775,                0.87581,                0.90528,                 0.8314,                0.90743,                0.64308,                0.56543,                0.39174,                0.85535,               0.001436,               0.001436,               0.001436
                     10,                0.57701,                0.40958,                0.87439,                0.90143,                0.83131,                0.90222,                0.64718,                0.57867,                0.38638,                0.86212,              0.0014029,              0.0014029,              0.0014029
                     11,                0.56633,                0.40226,                0.86936,                0.85418,                0.75539,                0.83055,                0.56505,                0.71701,                0.45368,                0.90861,              0.0013699,              0.0013699,              0.0013699
                     12,                0.56858,                0.40431,                0.87114,                0.84346,                0.74444,                0.81706,                0.53078,                0.82362,                0.51656,                0.95214,              0.0013369,              0.0013369,              0.0013369
                     13,                0.56855,                0.39851,                0.87483,                0.90712,                0.81463,                0.90521,                0.65563,                0.55745,                0.37705,                0.85495,              0.0013039,              0.0013039,              0.0013039
                     14,                 0.5603,                0.39101,                0.87017,                0.90782,                0.83202,                0.90664,                0.65364,                0.56223,                0.39243,                0.85664,              0.0012709,              0.0012709,              0.0012709
                     15,                0.55741,                0.39046,                 0.8662,                 0.8806,                0.82782,                0.88645,                0.63747,                0.59985,                0.38999,                0.86597,              0.0012379,              0.0012379,              0.0012379
                     16,                0.55942,                0.38676,                0.87058,                0.87344,                0.83161,                0.89316,                0.62839,                0.63389,                0.40463,                0.87858,              0.0012049,              0.0012049,              0.0012049
                     17,                0.55338,                 0.3843,                0.86337,                0.90691,                0.82359,                0.90922,                0.65129,                0.59463,                0.38411,                0.86779,              0.0011719,              0.0011719,              0.0011719
                     18,                0.55228,                 0.3809,                0.86467,                0.88812,                0.81681,                0.89748,                0.63876,                0.61151,                0.39396,                0.86945,              0.0011389,              0.0011389,              0.0011389
                     19,                0.54895,                0.37879,                0.86449,                0.90278,                0.83763,                0.91568,                0.67232,                0.54965,                0.37942,                0.85472,              0.0011059,              0.0011059,              0.0011059
                     20,                0.54261,                 0.3736,                0.86257,                0.87536,                0.84285,                0.90756,                0.65005,                0.57448,                0.38208,                0.85866,              0.0010729,              0.0010729,              0.0010729
                     21,                0.54067,                0.37175,                0.85973,                0.92448,                0.85857,                0.92587,                 0.6816,                0.55867,                0.36151,                0.85411,              0.0010399,              0.0010399,              0.0010399
                     22,                0.53444,                0.37118,                0.86123,                0.89236,                0.83783,                0.91737,                0.66027,                0.58883,                0.37751,                0.86653,              0.0010069,              0.0010069,              0.0010069
                     23,                0.53654,                0.36556,                0.85808,                0.88768,                0.83446,                0.90057,                0.63216,                0.60809,                0.38909,                0.86939,             0.00097386,             0.00097386,             0.00097386
                     24,                0.53153,                0.36253,                0.85502,                0.90141,                0.85559,                0.92552,                 0.6834,                0.54507,                0.35681,                0.85422,             0.00094085,             0.00094085,             0.00094085
                     25,                0.52689,                0.35249,                0.85326,                0.88472,                0.84232,                0.91539,                0.66858,                0.56574,                0.37796,                0.85531,             0.00090785,             0.00090785,             0.00090785
                     26,                0.52655,                0.35153,                0.85274,                0.88709,                0.86364,                0.92189,                0.67983,                0.54765,                0.35662,                0.85265,             0.00087484,             0.00087484,             0.00087484
                     27,                0.52068,                0.34727,                0.84923,                0.92848,                0.83904,                0.93062,                0.68586,                0.55506,                0.35917,                0.85558,             0.00084184,             0.00084184,             0.00084184
                     28,                0.51663,                0.34829,                0.85319,                0.88944,                0.86118,                0.92331,                0.66831,                0.57844,                0.37174,                0.85984,             0.00080883,             0.00080883,             0.00080883
                     29,                0.51281,                0.34571,                0.84784,                0.90367,                0.85549,                0.92658,                0.68722,                0.55273,                0.36919,                0.85494,             0.00077582,             0.00077582,             0.00077582
                     30,                0.50831,                 0.3371,                0.84541,                0.90225,                0.85357,                0.92807,                0.69817,                0.55181,                0.35468,                0.85403,             0.00074282,             0.00074282,             0.00074282
                     31,                0.50805,                0.33794,                0.84887,                0.90955,                0.86472,                0.92897,                0.69045,                0.54821,                 0.3598,                0.85502,             0.00070981,             0.00070981,             0.00070981
                     32,                0.50342,                0.33053,                0.84477,                0.89787,                0.86172,                0.92667,                0.69167,                0.54343,                0.35497,                0.85278,              0.0006768,              0.0006768,              0.0006768
                     33,                0.50337,                0.33266,                0.84512,                0.90571,                0.86167,                0.92609,                0.69926,                0.53304,                0.36622,                 0.8491,              0.0006438,              0.0006438,              0.0006438
                     34,                0.49819,                0.33066,                0.84337,                0.90405,                0.85644,                0.92909,                0.69899,                0.53481,                 0.3572,                0.84922,             0.00061079,             0.00061079,             0.00061079
                     35,                0.49161,                0.32007,                0.84246,                0.89539,                0.86011,                0.92566,                0.68117,                0.58776,                0.36608,                0.86485,             0.00057778,             0.00057778,             0.00057778
                     36,                0.49192,                0.32329,                0.84147,                0.90874,                0.86521,                0.92892,                0.68856,                 0.5592,                0.36922,                 0.8594,             0.00054478,             0.00054478,             0.00054478
                     37,                 0.4871,                0.32317,                0.83978,                0.92146,                0.86213,                0.93389,                 0.7073,                0.53313,                  0.357,                0.85315,             0.00051177,             0.00051177,             0.00051177
                     38,                0.48184,                 0.3178,                0.83648,                0.90591,                0.87371,                0.93701,                0.71673,                0.52248,                0.35211,                0.84677,             0.00047876,             0.00047876,             0.00047876
                     39,                0.48175,                0.31772,                0.83704,                0.89775,                0.88782,                0.93725,                0.71551,                0.52552,                0.35269,                0.85011,             0.00044576,             0.00044576,             0.00044576
                     40,                0.48081,                0.31304,                0.83757,                0.90805,                0.87442,                0.93655,                0.71355,                0.52281,                0.35376,                0.84969,             0.00041275,             0.00041275,             0.00041275
                     41,                0.47433,                0.30983,                 0.8345,                0.91023,                0.88277,                0.93916,                0.71993,                0.52053,                0.35105,                0.84924,             0.00037974,             0.00037974,             0.00037974
                     42,                0.47317,                0.30678,                0.83451,                0.89979,                0.88231,                0.94045,                0.71423,                0.53062,                0.34968,                 0.8518,             0.00034674,             0.00034674,             0.00034674
                     43,                 0.4687,                 0.3099,                0.83197,                0.90286,                0.88488,                0.94275,                0.71516,                 0.5317,                0.35206,                0.85266,             0.00031373,             0.00031373,             0.00031373
                     44,                0.46775,                0.30316,                0.83699,                0.91922,                0.87148,                0.94086,                0.71279,                0.52938,                0.35076,                0.85044,             0.00028072,             0.00028072,             0.00028072
                     45,                0.46612,                 0.3036,                0.83427,                0.90629,                0.87982,                0.94203,                0.71836,                0.51853,                0.34464,                0.84859,             0.00024772,             0.00024772,             0.00024772
                     46,                0.46145,                  0.301,                 0.8336,                 0.9016,                0.88351,                0.93863,                0.72182,                0.52008,                0.35323,                0.84856,             0.00021471,             0.00021471,             0.00021471
                     47,                0.45563,                0.30052,                0.82903,                0.91022,                0.87476,                0.93868,                0.72373,                0.51647,                0.35074,                0.84771,              0.0001817,              0.0001817,              0.0001817
                     48,                0.45295,                0.29692,                0.82804,                0.91603,                 0.8784,                0.94095,                0.72605,                0.51285,                0.34555,                0.84511,              0.0001487,              0.0001487,              0.0001487
                     49,                0.45109,                0.29146,                0.82588,                0.90045,                 0.8834,                0.94002,                0.72561,                0.51549,                0.34694,                0.84766,             0.00011569,             0.00011569,             0.00011569
                     50,                 0.4496,                0.29378,                0.83033,                0.91323,                0.87587,                0.93938,                0.72587,                0.51097,                0.34781,                0.84518,             8.2683e-05,             8.2683e-05,             8.2683e-05
